,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency of Purchases (Numeric),CLV
1994,1995,33,Male,Sunglasses,Accessories,66.0,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,No,24.0,Credit Card,Weekly,52.0,3432.0
1995,1996,67,Male,Boots,Footwear,80.0,Missouri,S,Teal,Spring,3.0,No,Standard,No,No,29.0,Debit Card,Quarterly,25.826981246218995,2066.15849969752
1996,1997,67,Male,Sneakers,Footwear,27.0,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18.0,Cash,Every 3 Months,25.826981246218995,697.3284936479129
1997,1998,42,Male,Backpack,Accessories,25.0,Connecticut,M,Purple,Fall,4.7,No,Express,No,No,10.0,Debit Card,Bi-Weekly,25.826981246218995,645.6745311554749
1998,1999,20,Male,Pants,Clothing,45.0,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19.0,Cash,Quarterly,25.826981246218995,1162.2141560798548
1999,2000,39,Male,Socks,Clothing,89.0,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26.0,Debit Card,Monthly,25.826981246218995,2298.6013309134905
2000,2001,26,Male,Belt,Accessories,27.0,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25.0,Cash,Bi-Weekly,25.826981246218995,697.3284936479129
2001,2002,51,Male,Sunglasses,Accessories,90.0,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,No,2.0,Debit Card,Fortnightly,26.0,2340.0
2002,2003,31,Male,Shirt,Clothing,65.0,New York,M,Red,Summer,2.7,No,Express,No,No,19.0,PayPal,Every 3 Months,25.826981246218995,1678.7537810042347
2003,2004,68,Male,Sneakers,Footwear,72.0,Maine,S,Blue,Spring,3.1,No,Express,No,No,32.0,Cash,Quarterly,25.826981246218995,1859.5426497277676
2004,2005,44,Male,Shoes,Footwear,70.0,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,No,13.0,Cash,Bi-Weekly,25.826981246218995,1807.8886872353296
2005,2006,18,Male,Sandals,Footwear,82.0,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30.0,PayPal,Fortnightly,26.0,2132.0
2006,2007,58,Male,Scarf,Accessories,97.0,New Mexico,S,Pink,Fall,4.4,No,Express,No,No,2.0,Credit Card,Annually,1.0,97.0
2007,2008,26,Male,Shirt,Clothing,25.0,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,No,8.0,PayPal,Quarterly,25.826981246218995,645.6745311554749
2009,2010,37,Male,Boots,Footwear,99.0,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26.0,Venmo,Bi-Weekly,25.826981246218995,2556.8711433756807
2010,2011,24,Male,Sweater,Clothing,21.0,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3.0,Debit Card,Bi-Weekly,25.826981246218995,542.3666061705989
2011,2012,57,Male,Sandals,Footwear,94.0,West Virginia,M,Beige,Spring,3.7,No,Express,No,No,4.0,Bank Transfer,Monthly,25.826981246218995,2427.7362371445856
2012,2013,48,Male,Jeans,Clothing,53.0,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,No,5.0,Cash,Fortnightly,26.0,1378.0
2013,2014,39,Male,Backpack,Accessories,70.0,Virginia,M,Peach,Winter,4.9,No,Standard,No,No,25.0,Debit Card,Quarterly,25.826981246218995,1807.8886872353296
2015,2016,57,Male,Belt,Accessories,82.0,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,No,8.0,Credit Card,Fortnightly,26.0,2132.0
2016,2017,53,Male,Shoes,Footwear,47.0,Maine,S,Violet,Winter,3.4,No,Standard,No,No,20.0,Debit Card,Fortnightly,26.0,1222.0
2017,2018,70,Male,Socks,Clothing,32.0,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,42.0,Bank Transfer,Every 3 Months,25.826981246218995,826.4633998790079
2018,2019,60,Male,Backpack,Accessories,97.0,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,No,20.0,Bank Transfer,Weekly,52.0,5044.0
2019,2020,31,Male,Shirt,Clothing,68.0,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,No,23.0,Cash,Fortnightly,26.0,1768.0
2020,2021,41,Male,Sweater,Clothing,23.0,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,No,26.0,Cash,Quarterly,25.826981246218995,594.0205686630369
2021,2022,62,Male,Handbag,Accessories,33.0,Maine,M,Green,Winter,4.4,No,Standard,No,No,48.0,Venmo,Quarterly,25.826981246218995,852.2903811252269
2022,2023,59,Male,Jewelry,Accessories,38.0,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,No,16.0,Cash,Bi-Weekly,25.826981246218995,981.4252873563219
2023,2024,46,Male,Socks,Clothing,68.0,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,No,28.0,Cash,Bi-Weekly,25.826981246218995,1756.2347247428918
2024,2025,62,Male,Socks,Clothing,23.0,Arkansas,L,Silver,Fall,3.7,No,Express,No,No,39.0,PayPal,Weekly,52.0,1196.0
2025,2026,42,Male,Shirt,Clothing,29.0,Delaware,M,Turquoise,Summer,3.0,No,Express,No,No,43.0,Debit Card,Fortnightly,26.0,754.0
2026,2027,37,Male,Scarf,Accessories,35.0,Maine,M,Orange,Winter,3.6,No,Express,No,No,45.0,Bank Transfer,Every 3 Months,25.826981246218995,903.9443436176648
2027,2028,50,Male,Shoes,Footwear,73.0,Nebraska,S,Gold,Fall,4.8,No,Standard,No,No,50.0,Credit Card,Every 3 Months,25.826981246218995,1885.3696309739867
2028,2029,29,Male,Shoes,Footwear,84.0,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10.0,Venmo,Bi-Weekly,25.826981246218995,2169.4664246823954
2029,2030,25,Male,Scarf,Accessories,23.0,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,No,40.0,PayPal,Quarterly,25.826981246218995,594.0205686630369
2030,2031,66,Male,Sunglasses,Accessories,67.0,New Mexico,S,Green,Summer,2.8,No,Standard,No,No,38.0,Credit Card,Monthly,25.826981246218995,1730.4077434966728
2031,2032,21,Male,Socks,Clothing,51.0,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,No,2.0,Credit Card,Monthly,25.826981246218995,1317.1760435571687
2033,2034,57,Male,Jeans,Clothing,55.0,Illinois,L,Olive,Summer,3.6,No,Express,No,No,33.0,Venmo,Annually,1.0,55.0
2034,2035,61,Male,Shorts,Clothing,30.0,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,No,27.0,PayPal,Monthly,25.826981246218995,774.8094373865698
2035,2036,53,Male,T-shirt,Clothing,70.0,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,No,43.0,Bank Transfer,Weekly,52.0,3640.0
2037,2038,39,Male,Belt,Accessories,87.0,Illinois,S,Green,Summer,4.3,No,Express,No,No,7.0,Venmo,Bi-Weekly,25.826981246218995,2246.9473684210525
2039,2040,35,Male,T-shirt,Clothing,51.0,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,No,31.0,Debit Card,Bi-Weekly,25.826981246218995,1317.1760435571687
2040,2041,69,Male,Jewelry,Accessories,25.0,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42.0,Venmo,Quarterly,25.826981246218995,645.6745311554749
2041,2042,66,Male,Jacket,Outerwear,32.0,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14.0,PayPal,Bi-Weekly,25.826981246218995,826.4633998790079
2042,2043,19,Male,Shoes,Footwear,52.0,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,No,35.0,Venmo,Monthly,25.826981246218995,1343.0030248033877
2043,2044,47,Male,Gloves,Accessories,33.0,New York,M,Charcoal,Summer,2.7,No,Standard,No,No,49.0,PayPal,Weekly,52.0,1716.0
2044,2045,49,Male,Jeans,Clothing,68.0,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,No,17.0,PayPal,Fortnightly,26.0,1768.0
2045,2046,31,Male,Jewelry,Accessories,20.0,Georgia,M,Red,Fall,4.4,No,Express,No,No,26.0,PayPal,Quarterly,25.826981246218995,516.53962492438
2046,2047,39,Male,Pants,Clothing,32.0,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,No,30.0,Cash,Every 3 Months,25.826981246218995,826.4633998790079
2047,2048,58,Male,Jewelry,Accessories,82.0,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,No,32.0,Cash,Annually,1.0,82.0
2048,2049,45,Male,Sneakers,Footwear,64.0,Michigan,XL,Pink,Winter,3.9,No,Express,No,No,35.0,Bank Transfer,Quarterly,25.826981246218995,1652.9267997580157
2049,2050,68,Male,Boots,Footwear,24.0,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,No,15.0,Venmo,Annually,1.0,24.0
2050,2051,35,Male,Hat,Accessories,96.0,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,No,10.0,Debit Card,Annually,1.0,96.0
2051,2052,65,Male,T-shirt,Clothing,94.0,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,No,14.0,Credit Card,Monthly,25.826981246218995,2427.7362371445856
2052,2053,45,Male,Backpack,Accessories,48.0,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,30.0,Bank Transfer,Annually,1.0,48.0
2053,2054,19,Male,Sunglasses,Accessories,60.0,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16.0,Credit Card,Fortnightly,26.0,1560.0
2054,2055,65,Male,Sweater,Clothing,56.0,New Jersey,XL,Gold,Spring,2.9,No,Express,No,No,14.0,PayPal,Annually,1.0,56.0
2055,2056,28,Male,Handbag,Accessories,33.0,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,28.0,Bank Transfer,Weekly,52.0,1716.0
2056,2057,55,Male,Backpack,Accessories,46.0,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29.0,PayPal,Monthly,25.826981246218995,1188.0411373260738
2057,2058,66,Male,Socks,Clothing,37.0,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,No,5.0,PayPal,Every 3 Months,25.826981246218995,955.5983061101028
2058,2059,29,Male,Shirt,Clothing,98.0,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,No,17.0,Bank Transfer,Quarterly,25.826981246218995,2531.0441621294617
2059,2060,56,Male,Shorts,Clothing,50.0,California,XL,Beige,Spring,3.7,No,Express,No,No,50.0,PayPal,Weekly,52.0,2600.0
2060,2061,21,Male,Belt,Accessories,63.0,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,No,23.0,Bank Transfer,Quarterly,25.826981246218995,1627.0998185117967
2061,2062,32,Male,Sweater,Clothing,70.0,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,No,22.0,Debit Card,Annually,1.0,70.0
2062,2063,54,Male,Coat,Outerwear,63.0,South Carolina,L,Silver,Fall,2.8,No,Standard,No,No,15.0,Cash,Quarterly,25.826981246218995,1627.0998185117967
2063,2064,61,Male,Shorts,Clothing,86.0,Indiana,M,Cyan,Fall,2.9,No,Standard,No,No,32.0,Cash,Monthly,25.826981246218995,2221.1203871748335
2064,2065,31,Male,Shoes,Footwear,99.0,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,No,5.0,Bank Transfer,Monthly,25.826981246218995,2556.8711433756807
2065,2066,27,Male,Sneakers,Footwear,40.0,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,No,6.0,Bank Transfer,Bi-Weekly,25.826981246218995,1033.07924984876
2066,2067,64,Male,Sneakers,Footwear,92.0,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,No,44.0,Debit Card,Fortnightly,26.0,2392.0
2067,2068,60,Male,Pants,Clothing,21.0,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23.0,Cash,Fortnightly,26.0,546.0
2068,2069,70,Male,Jewelry,Accessories,81.0,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,No,44.0,Venmo,Monthly,25.826981246218995,2091.985480943739
2069,2070,36,Male,T-shirt,Clothing,82.0,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,No,3.0,Debit Card,Quarterly,25.826981246218995,2117.812462189958
2070,2071,56,Male,Jewelry,Accessories,88.0,Nebraska,XL,Red,Spring,3.1,No,Express,No,No,14.0,Cash,Monthly,25.826981246218995,2272.7743496672715
2071,2072,69,Male,Jacket,Outerwear,100.0,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37.0,PayPal,Quarterly,25.826981246218995,2582.6981246218998
2072,2073,39,Male,Backpack,Accessories,66.0,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,No,22.0,Bank Transfer,Weekly,52.0,3432.0
2073,2074,38,Male,Belt,Accessories,25.0,Texas,S,Green,Winter,3.5,No,Next Day Air,No,No,2.0,PayPal,Every 3 Months,25.826981246218995,645.6745311554749
2074,2075,36,Male,Scarf,Accessories,53.0,Florida,M,White,Summer,3.1,No,Free Shipping,No,No,44.0,Debit Card,Fortnightly,26.0,1378.0
2075,2076,46,Male,Sweater,Clothing,28.0,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,No,49.0,Debit Card,Monthly,25.826981246218995,723.1554748941319
2076,2077,59,Male,Gloves,Accessories,23.0,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,No,22.0,Debit Card,Bi-Weekly,25.826981246218995,594.0205686630369
2077,2078,64,Male,Scarf,Accessories,34.0,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,No,26.0,Bank Transfer,Annually,1.0,34.0
2078,2079,49,Male,Dress,Clothing,42.0,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,No,40.0,Debit Card,Weekly,52.0,2184.0
2079,2080,32,Male,Jeans,Clothing,24.0,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,No,16.0,PayPal,Quarterly,25.826981246218995,619.8475499092559
2080,2081,29,Male,Sunglasses,Accessories,47.0,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,No,17.0,Debit Card,Bi-Weekly,25.826981246218995,1213.8681185722928
2081,2082,24,Male,Coat,Outerwear,78.0,Alabama,S,Cyan,Spring,4.3,No,Standard,No,No,48.0,Bank Transfer,Bi-Weekly,25.826981246218995,2014.5045372050815
2082,2083,41,Male,Jeans,Clothing,89.0,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28.0,Venmo,Every 3 Months,25.826981246218995,2298.6013309134905
2083,2084,41,Male,Scarf,Accessories,59.0,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,No,26.0,Credit Card,Fortnightly,26.0,1534.0
2085,2086,69,Male,Jeans,Clothing,49.0,New York,M,Teal,Fall,4.6,No,Free Shipping,No,No,38.0,Debit Card,Weekly,52.0,2548.0
2086,2087,65,Male,Dress,Clothing,89.0,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36.0,Cash,Every 3 Months,25.826981246218995,2298.6013309134905
2087,2088,54,Male,Hat,Accessories,91.0,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,No,1.0,Credit Card,Weekly,52.0,4732.0
2088,2089,39,Male,Sandals,Footwear,89.0,California,L,Orange,Spring,4.0,No,Standard,No,No,49.0,Debit Card,Annually,1.0,89.0
2089,2090,37,Male,Jacket,Outerwear,57.0,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,No,41.0,Credit Card,Every 3 Months,25.826981246218995,1472.1379310344828
2090,2091,51,Male,Socks,Clothing,71.0,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,No,21.0,Debit Card,Monthly,25.826981246218995,1833.7156684815486
2091,2092,26,Male,Jeans,Clothing,97.0,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,No,24.0,Bank Transfer,Quarterly,25.826981246218995,2505.2171808832427
2092,2093,42,Male,Sandals,Footwear,45.0,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,No,27.0,Bank Transfer,Weekly,52.0,2340.0
2093,2094,21,Male,Dress,Clothing,91.0,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4.0,Debit Card,Annually,1.0,91.0
2094,2095,53,Male,Socks,Clothing,25.0,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,No,19.0,Venmo,Annually,1.0,25.0
2095,2096,36,Male,Hoodie,Clothing,63.0,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,No,1.0,Bank Transfer,Fortnightly,26.0,1638.0
2096,2097,21,Male,Dress,Clothing,52.0,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,No,27.0,Debit Card,Annually,1.0,52.0
2097,2098,33,Male,Sneakers,Footwear,43.0,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5.0,Credit Card,Weekly,52.0,2236.0
2098,2099,49,Male,T-shirt,Clothing,28.0,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,No,20.0,Venmo,Quarterly,25.826981246218995,723.1554748941319
2099,2100,31,Male,T-shirt,Clothing,78.0,Oklahoma,L,Green,Summer,2.9,No,Express,No,No,50.0,PayPal,Annually,1.0,78.0
2100,2101,68,Male,Sweater,Clothing,31.0,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,No,36.0,Cash,Fortnightly,26.0,806.0
2101,2102,49,Male,Shirt,Clothing,23.0,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,No,12.0,Bank Transfer,Bi-Weekly,25.826981246218995,594.0205686630369
2102,2103,23,Male,Hat,Accessories,25.0,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,No,23.0,Cash,Monthly,25.826981246218995,645.6745311554749
2103,2104,30,Male,Pants,Clothing,86.0,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,No,21.0,Venmo,Weekly,52.0,4472.0
2104,2105,53,Male,Shoes,Footwear,88.0,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,No,47.0,Venmo,Weekly,52.0,4576.0
2105,2106,65,Male,Gloves,Accessories,35.0,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,No,38.0,Venmo,Bi-Weekly,25.826981246218995,903.9443436176648
2106,2107,60,Male,Jewelry,Accessories,34.0,Vermont,M,Gray,Fall,4.4,No,Standard,No,No,40.0,Credit Card,Every 3 Months,25.826981246218995,878.1173623714459
2107,2108,46,Male,Pants,Clothing,75.0,Delaware,M,Black,Winter,3.3,No,Standard,No,No,35.0,PayPal,Quarterly,25.826981246218995,1937.0235934664247
2108,2109,54,Male,Hoodie,Clothing,46.0,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4.0,Credit Card,Quarterly,25.826981246218995,1188.0411373260738
2109,2110,59,Male,Jewelry,Accessories,31.0,California,L,Peach,Fall,2.7,No,Free Shipping,No,No,28.0,Venmo,Every 3 Months,25.826981246218995,800.6364186327888
2110,2111,52,Male,Socks,Clothing,93.0,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36.0,Debit Card,Every 3 Months,25.826981246218995,2401.9092558983666
2111,2112,41,Male,Sunglasses,Accessories,85.0,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15.0,Bank Transfer,Annually,1.0,85.0
2112,2113,43,Male,Belt,Accessories,68.0,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7.0,Cash,Fortnightly,26.0,1768.0
2113,2114,63,Male,Dress,Clothing,40.0,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,No,29.0,PayPal,Every 3 Months,25.826981246218995,1033.07924984876
2114,2115,37,Male,Shirt,Clothing,51.0,Vermont,M,Magenta,Winter,2.9,No,Standard,No,No,12.0,Debit Card,Annually,1.0,51.0
2115,2116,44,Male,Scarf,Accessories,85.0,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16.0,Bank Transfer,Bi-Weekly,25.826981246218995,2195.2934059286144
2116,2117,67,Male,Jacket,Outerwear,23.0,Kansas,M,Teal,Summer,2.9,No,Express,No,No,50.0,Debit Card,Bi-Weekly,25.826981246218995,594.0205686630369
2117,2118,27,Male,Dress,Clothing,28.0,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,No,11.0,Debit Card,Annually,1.0,28.0
2118,2119,60,Male,Socks,Clothing,44.0,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28.0,Debit Card,Quarterly,25.826981246218995,1136.3871748336358
2119,2120,58,Male,Jewelry,Accessories,57.0,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36.0,Venmo,Bi-Weekly,25.826981246218995,1472.1379310344828
2120,2121,53,Male,Scarf,Accessories,98.0,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,No,38.0,PayPal,Quarterly,25.826981246218995,2531.0441621294617
2121,2122,43,Male,Backpack,Accessories,68.0,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32.0,Bank Transfer,Monthly,25.826981246218995,1756.2347247428918
2122,2123,32,Male,Jacket,Outerwear,36.0,Virginia,L,Teal,Fall,4.0,No,Express,No,No,42.0,Debit Card,Weekly,52.0,1872.0
2123,2124,54,Male,Coat,Outerwear,71.0,Nebraska,L,Cyan,Spring,3.7,No,Express,No,No,22.0,Debit Card,Bi-Weekly,25.826981246218995,1833.7156684815486
2125,2126,57,Male,Coat,Outerwear,87.0,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,No,31.0,PayPal,Quarterly,25.826981246218995,2246.9473684210525
2126,2127,63,Male,Shoes,Footwear,38.0,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28.0,Credit Card,Monthly,25.826981246218995,981.4252873563219
2127,2128,70,Male,Boots,Footwear,45.0,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40.0,Debit Card,Weekly,52.0,2340.0
2128,2129,62,Male,Coat,Outerwear,47.0,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21.0,PayPal,Weekly,52.0,2444.0
2130,2131,25,Male,Backpack,Accessories,68.0,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,No,33.0,Credit Card,Annually,1.0,68.0
2131,2132,19,Male,Shorts,Clothing,52.0,Montana,M,Red,Fall,3.6,No,Express,No,No,9.0,Bank Transfer,Fortnightly,26.0,1352.0
2133,2134,21,Male,Hat,Accessories,34.0,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13.0,Bank Transfer,Annually,1.0,34.0
2134,2135,55,Male,Sandals,Footwear,41.0,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,No,35.0,Credit Card,Fortnightly,26.0,1066.0
2135,2136,34,Male,Sunglasses,Accessories,94.0,California,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1.0,Debit Card,Every 3 Months,25.826981246218995,2427.7362371445856
2136,2137,47,Male,Sunglasses,Accessories,93.0,New York,M,Red,Summer,2.8,No,Standard,No,No,25.0,Bank Transfer,Fortnightly,26.0,2418.0
2137,2138,27,Male,Socks,Clothing,51.0,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20.0,Credit Card,Every 3 Months,25.826981246218995,1317.1760435571687
2138,2139,67,Male,Sweater,Clothing,42.0,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,No,36.0,Venmo,Quarterly,25.826981246218995,1084.7332123411977
2139,2140,40,Male,Boots,Footwear,95.0,New York,M,Red,Winter,3.0,No,Free Shipping,No,No,33.0,Cash,Weekly,52.0,4940.0
2140,2141,53,Male,Handbag,Accessories,90.0,New Mexico,M,Brown,Fall,3.7,No,Standard,No,No,36.0,Cash,Fortnightly,26.0,2340.0
2141,2142,24,Male,Dress,Clothing,98.0,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32.0,PayPal,Annually,1.0,98.0
2142,2143,47,Male,Hat,Accessories,39.0,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21.0,Venmo,Quarterly,25.826981246218995,1007.2522686025408
2143,2144,53,Male,Sandals,Footwear,66.0,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,No,48.0,Venmo,Bi-Weekly,25.826981246218995,1704.5807622504537
2144,2145,47,Male,Shoes,Footwear,23.0,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,No,25.0,PayPal,Quarterly,25.826981246218995,594.0205686630369
2146,2147,48,Male,Sunglasses,Accessories,23.0,Utah,XL,White,Summer,4.6,No,Standard,No,No,45.0,PayPal,Every 3 Months,25.826981246218995,594.0205686630369
2148,2149,19,Male,T-shirt,Clothing,45.0,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19.0,PayPal,Bi-Weekly,25.826981246218995,1162.2141560798548
2149,2150,38,Male,Sandals,Footwear,21.0,Hawaii,L,Orange,Winter,4.0,No,Standard,No,No,1.0,Bank Transfer,Weekly,52.0,1092.0
2150,2151,57,Male,Shirt,Clothing,40.0,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12.0,Cash,Weekly,52.0,2080.0
2151,2152,70,Male,Jeans,Clothing,58.0,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18.0,Venmo,Monthly,25.826981246218995,1497.9649122807018
2152,2153,38,Male,Shorts,Clothing,48.0,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43.0,Bank Transfer,Bi-Weekly,25.826981246218995,1239.6950998185118
2153,2154,35,Male,Shirt,Clothing,94.0,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31.0,PayPal,Annually,1.0,94.0
2154,2155,46,Male,Scarf,Accessories,74.0,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,No,33.0,Cash,Every 3 Months,25.826981246218995,1911.1966122202057
2155,2156,32,Male,Handbag,Accessories,51.0,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46.0,PayPal,Monthly,25.826981246218995,1317.1760435571687
2157,2158,41,Male,Handbag,Accessories,68.0,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,No,41.0,Venmo,Fortnightly,26.0,1768.0
2158,2159,19,Male,Gloves,Accessories,84.0,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9.0,Bank Transfer,Fortnightly,26.0,2184.0
2159,2160,18,Male,Shirt,Clothing,58.0,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,No,34.0,Cash,Annually,1.0,58.0
2161,2162,23,Male,Dress,Clothing,69.0,Washington,S,Peach,Summer,3.8,No,Express,No,No,5.0,Debit Card,Fortnightly,26.0,1794.0
2162,2163,60,Male,Shorts,Clothing,48.0,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32.0,PayPal,Weekly,52.0,2496.0
2163,2164,52,Male,Shoes,Footwear,60.0,New York,L,Gray,Spring,4.5,No,Express,No,No,44.0,Bank Transfer,Monthly,25.826981246218995,1549.6188747731396
2164,2165,42,Male,Sandals,Footwear,20.0,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,No,46.0,PayPal,Bi-Weekly,25.826981246218995,516.53962492438
2165,2166,29,Male,Pants,Clothing,55.0,Idaho,M,Turquoise,Summer,4.2,No,Express,No,No,42.0,Credit Card,Every 3 Months,25.826981246218995,1420.4839685420447
2166,2167,31,Male,Jacket,Outerwear,88.0,New Jersey,S,Purple,Spring,3.5,No,Express,No,No,50.0,Credit Card,Bi-Weekly,25.826981246218995,2272.7743496672715
2168,2169,23,Male,Handbag,Accessories,74.0,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,No,32.0,Cash,Quarterly,25.826981246218995,1911.1966122202057
